Crash_Score,year,Month,Time_of_Day,Rd_Feature,Rd_Character,Rd_Class,Rd_Configuration,Rd_Surface,Rd_Conditions,Light,Weather,Traffic_Control,Work_Area
4.14,2017,1,2,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAWN,CLOUDY,NONE,NO
7.69,2017,1,4,DRIVEWAY,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,NONE,NO
1.8,2017,1,5,RAMP,STRAIGHT-LEVEL,OTHER,ONE-WAY,SMOOTH ASPHALT,WET,DARK-NOT-LIT,CLOUDY,NONE,NO
12.11,2017,1,4,NONE,STRAIGHT-GRADE,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,CLOUDY,STOP-SIGN,NO
8.72,2017,1,4,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,NONE,NO
8.04,2017,1,5,NONE,STRAIGHT-GRADE,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,GROOVED CONCRETE,WET,DARK-LIT,CLOUDY,NONE,NO
7.99,2017,1,5,NONE,CURVE-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DUSK,RAIN,NONE,NO
5.26,2017,1,5,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.7,2017,1,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,ICE-SNOW-SLUSH,DAYLIGHT,CLEAR,NONE,NO
1.65,2017,1,3,INTERSECTION,STRAIGHT-OTHER,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,CLEAR,STOP-SIGN,NO
29.2,2017,1,5,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DARK-NOT-LIT,RAIN,NONE,NO
3.27,2017,1,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,NONE,NO
7.36,2017,1,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.86,2017,1,4,INTERSECTION,STRAIGHT-LEVEL,US HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
4.58,2017,1,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,SIGNAL,NO
3.12,2017,1,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
1.56,2017,1,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,CLOUDY,NONE,NO
6.54,2017,1,3,DRIVEWAY,STRAIGHT-GRADE,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,CLOUDY,NONE,NO
5.08,2017,1,4,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,OTHER,SIGNAL,NO
3.69,2017,1,4,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,CLOUDY,NONE,NO
22.2,2017,1,3,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
12.56,2017,1,4,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
6.1,2017,1,5,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
5.79,2017,1,2,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
5.62,2017,1,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.75,2017,1,5,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,GROOVED CONCRETE,DRY,DAYLIGHT,CLEAR,NONE,NO
9.38,2017,1,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
4.31,2017,1,2,DRIVEWAY,STRAIGHT-LEVEL,US HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
4.88,2017,1,4,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,NONE,NO
49.64,2017,1,4,INTERSECTION,STRAIGHT-LEVEL,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
13.33,2017,9,4,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
9.29,2017,9,5,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,SIGNAL,NO
8.93,2017,9,5,NONE,STRAIGHT-GRADE,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
9.86,2017,9,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
6.35,2017,9,3,INTERSECTION,STRAIGHT-GRADE,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
9.1,2017,9,4,INTERSECTION,CURVE-GRADE,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
7.61,2017,9,4,DRIVEWAY,STRAIGHT-LEVEL,US HWY,TWO-WAY-NO-MEDIAN,CONCRETE,DRY,DAYLIGHT,CLOUDY,NONE,NO
3.6,2017,9,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
1.1,2017,10,1,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,NONE,NO
11.73,2017,9,4,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,SIGNAL,NO
7.03,2017,9,5,NONE,STRAIGHT-GRADE,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,SIGNAL,NO
4,2017,10,3,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-NO-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
13.48,2017,10,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
15.27,2017,10,5,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
5.73,2017,10,5,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
9.45,2017,10,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
5.33,2017,10,5,RAMP,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
31.72,2017,10,5,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
5.65,2017,9,5,NONE,CURVE-GRADE,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
6.52,2017,10,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
5.04,2017,10,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
1.76,2017,10,2,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAWN,CLEAR,NONE,NO
7.12,2017,9,6,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,GROOVED CONCRETE,DRY,DUSK,CLEAR,NONE,NO
2.92,2017,10,5,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
5.04,2017,10,4,DRIVEWAY,STRAIGHT-GRADE,OTHER,TWO-WAY-NO-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
13.36,2017,10,5,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
4.23,2017,10,6,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
4.63,2017,10,4,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
14.19,2017,10,2,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
31.27,2017,10,4,RAMP,STRAIGHT-GRADE,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
3.26,2017,10,4,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
2.8,2017,10,4,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
7.94,2017,10,5,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-PROTECTED-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
12.52,2017,10,4,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,SIGNAL,NO
1.71,2017,10,4,NONE,STRAIGHT-GRADE,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
4.5,2017,10,5,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
16.8,2017,10,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
16.74,2017,10,3,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.16,2017,10,1,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
21.02,2017,10,5,INTERSECTION,STRAIGHT-GRADE,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
8.72,2017,10,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
26.47,2017,10,3,NONE,CURVE-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
14.51,2017,10,5,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,STOP-SIGN,NO
11.09,2017,10,5,RAMP,STRAIGHT-GRADE,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
9.1,2017,10,3,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,SIGNAL,NO
1.54,2017,10,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
5.55,2017,10,2,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
5.4,2017,10,6,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DARK-LIT,RAIN,NONE,NO
2.85,2017,10,1,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DARK-NOT-LIT,CLOUDY,NONE,NO
11.77,2017,10,3,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
1.92,2014,11,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
10.19,2014,11,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
10.14,2014,11,4,NONE,STRAIGHT-GRADE,OTHER,TWO-WAY-NO-MEDIAN,COARSE ASPHALT,DRY,DARK-LIT,CLOUDY,NONE,NO
21.8,2015,6,5,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,SIGNAL,NO
5.62,2015,5,3,DRIVEWAY,STRAIGHT-GRADE,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,OTHER,CLEAR,NONE,NO
24.56,2015,6,3,INTERSECTION,STRAIGHT-LEVEL,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,NONE,NO
2.38,2015,5,4,DRIVEWAY,CURVE-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
4.12,2015,6,3,NONE,STRAIGHT-OTHER,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,SIGNAL,NO
7.41,2015,6,4,INTERSECTION,STRAIGHT-LEVEL,US HWY,ONE-WAY,SMOOTH ASPHALT,DRY,DAYLIGHT,CLOUDY,SIGNAL,NO
3.94,2015,6,4,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,OTHER,DAYLIGHT,CLOUDY,STOP-SIGN,NO
15.57,2015,6,3,INTERSECTION,STRAIGHT-LEVEL,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
26,2015,6,3,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,CLOUDY,NONE,NO
20.3,2015,6,3,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,CLOUDY,NONE,NO
56.36,2015,6,5,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.95,2015,6,5,NONE,STRAIGHT-LEVEL,STATE HWY,ONE-WAY,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
7.67,2015,6,5,INTERSECTION,CURVE-GRADE,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
8.53,2015,6,3,INTERSECTION,CURVE-GRADE,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,CLOUDY,NONE,NO
7.49,2015,6,5,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
8.04,2015,6,4,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,NONE,NO
7.06,2015,6,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
2.15,2015,6,5,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
16.03,2015,6,5,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
32.99,2015,6,5,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
3.84,2015,6,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,CONCRETE,DRY,DAYLIGHT,CLEAR,NONE,NO
3.76,2015,6,4,DRIVEWAY,CURVE-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLOUDY,NONE,NO
8.31,2015,6,4,NONE,STRAIGHT-LEVEL,OTHER,ONE-WAY,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
11.7,2015,6,4,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
10.81,2015,6,5,DRIVEWAY,STRAIGHT-GRADE,OTHER,ONE-WAY,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
16.75,2015,6,4,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
8.45,2015,6,5,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
9.59,2015,6,2,NONE,STRAIGHT-GRADE,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
10.8,2015,6,3,NONE,CURVE-OTHER,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,NONE,NO
0.6,2015,6,5,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.92,2015,6,6,DRIVEWAY,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,NONE,NO
12.79,2015,6,4,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
5.05,2015,6,5,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-PROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
6.69,2015,6,4,DRIVEWAY,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
10.59,2015,6,4,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,YES
10.59,2015,6,6,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DUSK,CLEAR,SIGNAL,NO
15.13,2015,6,2,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
3.85,2015,6,3,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
12.94,2015,6,4,INTERSECTION,STRAIGHT-LEVEL,US HWY,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
6.81,2015,6,6,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DUSK,CLEAR,NONE,NO
6.7,2015,6,4,NONE,STRAIGHT-GRADE,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
5.85,2015,6,5,NONE,CURVE-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
4.57,2015,6,5,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-UNPROTECTED-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLOUDY,SIGNAL,NO
8.02,2015,6,6,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DARK-NOT-LIT,CLEAR,STOP-SIGN,NO
35.27,2015,6,3,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
0.66,2015,6,6,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DUSK,CLEAR,NONE,NO
6.69,2015,6,4,NONE,STRAIGHT-LEVEL,OTHER,ONE-WAY,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
10.97,2015,6,3,INTERSECTION,STRAIGHT-GRADE,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
8.89,2015,6,4,INTERSECTION,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,STOP-SIGN,NO
10.1,2015,6,5,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,OTHER,NO
12.07,2015,6,5,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.57,2015,6,4,NONE,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,CONCRETE,DRY,DAYLIGHT,CLEAR,NONE,NO
15.32,2015,6,3,INTERSECTION,CURVE-GRADE,OTHER,TWO-WAY-UNPROTECTED-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
4.73,2015,6,2,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-PROTECTED-MEDIAN,GROOVED CONCRETE,DRY,DAYLIGHT,CLEAR,NONE,NO
5.36,2015,6,3,DRIVEWAY,STRAIGHT-OTHER,US HWY,ONE-WAY,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
4.17,2015,6,3,NONE,STRAIGHT-LEVEL,US HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
16.7,2015,6,3,INTERSECTION,STRAIGHT-LEVEL,OTHER,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,SIGNAL,NO
9.99,2015,6,4,NONE,CURVE-OTHER,US HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
2.87,2015,6,5,DRIVEWAY,STRAIGHT-LEVEL,STATE HWY,ONE-WAY,COARSE ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
3.77,2015,6,1,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,DRY,DARK-LIT,CLEAR,NONE,NO
3.55,2015,6,4,NONE,STRAIGHT-LEVEL,OTHER,ONE-WAY,SMOOTH ASPHALT,DRY,DAYLIGHT,CLEAR,NONE,NO
5.21,2015,6,2,NONE,STRAIGHT-LEVEL,STATE HWY,TWO-WAY-NO-MEDIAN,SMOOTH ASPHALT,WET,DAYLIGHT,RAIN,NONE,NO
